Time Scale,FM01TS,FM02TS,FM03TS,FM04TS,FM05TS,PC01TS,PC02TS,PC03TS,PT01TS,PT02TS,PT03TS,PT04TS,PT05TS,PT06TS,ST01TS,TC01TS,TC02TS,TC03TS,TT01TS
08-29-2009 : 12:25:06.845 PM,29.854713,26.979210,66.247444,360.312988,21.448145,9.390094,8.305068,7.295531,2229.378906,2063.189209,-28.000000,2341.532471,2881.900391,702.092102,-193.541641,76.531662,75.459641,75.006668,0.000000
08-29-2009 : 12:25:06.849 PM,29.335054,26.871525,65.681152,360.723633,21.607727,9.153008,8.424788,7.275467,2266.175049,2095.725830,-28.000000,569.347351,1657.898193,1575.192383,-194.765121,76.513199,75.598991,74.993515,0.000000
08-29-2009 : 12:25:06.853 PM,29.820671,26.882095,64.994080,359.836456,21.663448,9.281054,8.238273,7.249284,2169.165771,2032.113525,-28.000000,1734.627197,916.909241,1049.961548,-195.518539,76.527428,75.546577,75.058487,0.000000
08-29-2009 : 12:25:06.857 PM,29.478838,26.569475,64.738739,363.408966,21.395014,9.465177,8.223144,7.261380,2239.584229,2005.591309,-28.000000,2237.413330,108.118034,2848.563965,-195.094574,76.371918,75.357819,75.015518,0.000000
08-29-2009 : 12:25:06.861 PM,29.280245,26.455465,64.981224,359.253479,21.264137,9.178657,8.112536,7.245381,2195.819336,1960.085815,-28.000000,1196.775635,2877.824463,1879.594360,-192.444870,76.557701,75.494087,75.043724,0.000000
08-29-2009 : 12:25:06.865 PM,28.873693,26.505468,65.343246,360.029266,21.350386,9.303216,8.419787,7.143775,2174.459229,1981.705688,-28.000000,1416.874023,191.513321,285.087555,-194.529694,76.392441,75.469421,74.974228,0.000000
08-29-2009 : 12:25:06.869 PM,29.313601,26.364885,64.845184,356.901306,21.149160,9.163892,8.237679,7.236289,2185.623047,2017.125732,-28.000000,1919.876587,4972.182617,754.333008,-194.145996,76.403893,75.534904,75.002129,0.000000
08-29-2009 : 12:25:06.873 PM,29.270874,26.835257,65.452568,357.875122,21.248093,9.020282,8.344465,7.064439,2208.645752,2014.235596,-28.000000,620.333069,1201.183838,3919.742187,-192.539200,76.466942,75.539795,75.010780,0.000000
08-29-2009 : 12:25:06.877 PM,29.066586,26.430733,64.767380,356.529327,20.763556,9.026663,8.169228,7.184510,2150.382568,1985.792358,-28.000000,1491.655762,1623.612061,1686.067871,-196.423569,76.433411,75.341248,74.866425,0.000000
08-29-2009 : 12:25:06.881 PM,28.938538,26.159193,64.266388,358.335724,20.969490,9.049003,8.111978,7.107714,2146.026367,1986.100464,-28.000000,3637.543945,1709.556519,1559.644409,-195.451828,76.495911,75.471725,75.035332,0.000000
08-29-2009 : 12:25:06.885 PM,29.260439,26.347563,64.896599,353.453033,20.950478,9.216034,8.180030,7.109136,2171.643799,1936.058838,-28.000000,1051.257812,937.871948,2640.365967,-195.948441,76.622581,75.592094,75.108513,0.000000
08-29-2009 : 12:25:06.889 PM,28.766853,26.101963,63.676785,353.299103,21.294649,9.138552,8.165521,6.951616,2202.517090,1947.149048,-28.000000,3034.069824,2952.867187,1158.346313,-198.686554,76.609337,75.545883,75.027290,0.000000
08-29-2009 : 12:25:06.893 PM,28.672674,26.329508,63.438007,356.322693,20.905706,8.996558,8.061915,6.865841,2147.326660,1920.931763,-28.000000,924.270996,1774.308838,1555.772217,-198.780243,76.391907,75.474808,75.004433,0.000000
08-29-2009 : 12:25:06.897 PM,28.929853,26.393211,63.511711,349.307739,21.116550,8.800066,7.949208,6.998582,2172.592041,1928.054565,-28.000000,2004.077271,2281.190186,67.485069,-196.012878,76.441437,75.390648,74.929375,0.000000
08-29-2009 : 12:25:06.901 PM,28.484602,25.974989,64.219475,350.411896,20.710350,8.940442,8.112336,6.918282,2119.534424,1994.162842,-28.000000,284.008911,3384.568359,1082.665161,-201.678436,76.470535,75.614983,74.851463,0.000000
08-29-2009 : 12:25:06.905 PM,28.439322,25.848030,64.099892,348.135010,20.577412,8.856567,7.851288,6.703166,2119.499023,1917.184937,-28.000000,1746.799927,3473.494385,1384.802124,-198.829605,76.469162,75.302116,74.935463,0.000000
08-29-2009 : 12:25:06.909 PM,28.431036,26.221014,63.116734,351.494690,20.360889,8.818080,8.123812,6.954827,2046.471313,1887.642090,-28.000000,4446.967285,2234.554932,3012.336426,-201.641479,76.633026,75.507584,75.097984,0.000000
08-29-2009 : 12:25:06.913 PM,28.832441,26.080473,63.102314,349.996552,20.757835,8.939354,7.905643,6.730221,2041.429810,1935.469604,-28.000000,4112.087891,148.156601,2426.801270,-199.699493,76.685013,75.651878,75.119942,0.000000
08-29-2009 : 12:25:06.917 PM,28.829571,25.869684,64.024300,348.177643,20.200567,8.970666,7.848804,6.738006,2090.756836,1940.653198,-28.000000,2431.381592,1713.516235,1750.840332,-199.353561,76.662010,75.601273,75.033722,0.000000
08-29-2009 : 12:25:06.921 PM,28.308342,25.684690,62.823376,354.066071,20.700096,8.766536,7.886298,6.803209,2068.597656,1926.545776,-28.000000,3800.427490,628.966064,1086.793457,-199.940414,76.475174,75.460930,74.934387,0.000000
08-29-2009 : 12:25:06.925 PM,28.462429,25.673271,62.964359,340.713684,20.330349,8.931643,7.858464,6.674064,2065.060303,1887.141968,-28.000000,2274.922119,635.521179,1612.352661,-202.488373,76.367470,75.521652,75.017845,0.000000
08-29-2009 : 12:25:06.929 PM,28.454424,25.812664,62.731785,345.106995,20.394981,8.743958,7.797330,6.726934,2123.926270,1931.938721,-28.000000,739.668823,1933.726196,622.308960,-198.735138,76.542831,75.604637,75.031662,0.000000
08-29-2009 : 12:25:06.933 PM,28.180651,25.926588,62.550903,343.239777,20.227325,8.791178,7.766543,6.847425,2075.978516,1863.020020,-28.000000,648.453918,1213.965820,2298.908447,-200.801666,76.474350,75.541100,75.133911,0.000000
08-29-2009 : 12:25:06.937 PM,28.328854,25.849474,63.140114,343.764618,20.436508,8.678528,7.742531,6.763969,2056.702148,1860.685913,-28.000000,1693.471924,3154.760742,3290.985107,-198.217773,76.474609,75.350304,74.794746,0.000000
08-29-2009 : 12:25:06.941 PM,28.119253,25.827717,61.863724,345.435364,20.440540,8.645517,7.528927,6.781645,2098.076904,1826.027588,-28.000000,2147.312500,2255.059814,2248.141357,-200.104889,76.628052,75.703667,75.055000,0.000000
08-29-2009 : 12:25:06.945 PM,28.175833,25.630732,61.684837,346.800690,20.122887,8.523719,7.474853,6.534901,2033.973755,1829.867187,-28.000000,3191.654053,2418.267822,2622.970459,-199.247177,76.437523,75.421234,74.820602,0.000000
08-29-2009 : 12:25:06.949 PM,27.987362,25.450293,62.832832,347.586151,20.461273,8.573943,7.560991,6.584000,2001.635742,1825.699951,-28.000000,808.511963,243.339920,770.648437,-200.299301,76.527779,75.383011,75.038612,0.000000
08-29-2009 : 12:25:06.953 PM,27.957424,25.472019,61.574711,339.782440,20.333925,8.572826,7.581353,6.551600,2069.538330,1817.312012,-28.000000,2515.672119,1169.332886,140.539108,-202.978958,76.544899,75.493507,74.836456,0.000000
08-29-2009 : 12:25:06.957 PM,27.693462,25.269060,62.330647,342.206177,20.082817,8.674245,7.282713,6.468612,2003.311768,1830.226440,-28.000000,289.032379,2094.943359,2488.020264,-201.734573,76.564903,75.549583,74.949715,0.000000
08-29-2009 : 12:25:06.961 PM,27.809324,25.458773,61.364143,341.318451,19.769688,8.593325,7.589560,6.601047,1981.160400,1858.872070,-28.000000,558.240234,2662.628662,1778.424194,-205.079544,76.457779,75.441177,74.888344,0.000000
08-29-2009 : 12:25:06.965 PM,27.694975,25.302803,61.985184,341.945862,20.070511,8.526050,7.496671,6.479897,1978.719482,1800.102051,-28.000000,1094.106445,1756.537842,676.830688,-200.645020,76.625427,75.461830,74.939644,0.000000
08-29-2009 : 12:25:06.969 PM,28.093575,25.657824,61.476555,337.228363,19.755571,8.490957,7.576498,6.447317,1998.255249,1800.444946,-28.000000,371.928528,954.346802,1810.074219,-205.404800,76.547600,75.254883,74.919586,0.000000
08-29-2009 : 12:25:06.973 PM,27.521633,25.492773,60.735359,339.882660,19.637730,8.547863,7.364296,6.590467,1955.967407,1743.824097,-28.000000,-12.526757,1778.759155,2113.446777,-203.155563,76.631874,75.576347,75.086075,0.000000
08-29-2009 : 12:25:06.977 PM,27.031675,25.393866,61.884056,339.539093,19.957972,8.397006,7.315862,6.453286,1993.568726,1782.865723,-28.000000,806.023865,538.374878,2121.542480,-200.867432,76.585510,75.558929,75.065933,0.000000
08-29-2009 : 12:25:06.981 PM,27.709642,25.381065,60.561150,340.361053,19.512718,8.428121,7.389041,6.235661,1934.001465,1763.348022,-28.000000,829.545776,86.358505,1011.764038,-205.313171,76.485489,75.512535,74.898285,0.000000
08-29-2009 : 12:25:06.985 PM,27.779057,24.866835,60.225136,338.200012,19.610073,8.294807,7.087516,6.362916,1881.816040,1784.270264,-28.000000,228.528702,2552.056396,1062.215698,-203.154831,76.438728,75.545982,74.876694,0.000000
08-29-2009 : 12:25:06.989 PM,27.389830,24.867289,60.556709,333.120972,19.572916,8.384924,7.330159,6.285532,1934.517090,1814.467896,-28.000000,-22.191986,3672.830078,380.757111,-204.696854,76.408882,75.567162,74.919762,0.000000
08-29-2009 : 12:25:06.993 PM,27.676409,25.347773,60.093182,336.439636,19.255243,8.298912,7.268683,6.280210,1880.802612,1748.615723,-28.000000,1010.949768,1212.198364,72.093971,-206.457993,76.504158,75.534355,74.956917,0.000000
08-29-2009 : 12:25:06.997 PM,27.380747,24.802116,60.023613,332.641632,19.515400,8.406801,7.053602,6.231277,1859.965210,1725.073853,-28.000000,1367.706177,732.179749,2925.516602,-204.447876,76.554077,75.480583,74.990044,0.000000
08-29-2009 : 12:25:07.001 PM,27.537300,24.966969,60.606129,334.029510,19.272938,8.387463,7.129684,6.270700,1918.330566,1718.697144,-28.000000,1531.941772,2656.777588,1721.401489,-207.480103,76.570915,75.518044,74.906570,0.000000
08-29-2009 : 12:25:07.005 PM,27.260870,24.966616,59.747593,332.764862,19.034874,8.189154,7.230229,6.163085,1874.209717,1810.127686,-28.000000,3220.581055,3128.284912,1810.357178,-208.685837,76.360161,75.309227,74.896103,0.000000
08-29-2009 : 12:25:07.009 PM,27.108465,24.833961,60.925369,330.078003,18.962830,8.035580,7.208276,6.309580,1960.979370,1742.883057,-28.000000,2384.947266,3032.246582,884.149536,-207.144913,76.618690,75.483101,74.976959,0.000000
08-29-2009 : 12:25:07.013 PM,27.124662,24.796402,59.854454,328.366669,19.305275,8.187707,7.208275,6.214016,1931.438232,1744.739258,-28.000000,1885.162354,5632.025879,22.217323,-206.048828,76.452637,75.484314,74.900970,0.000000
08-29-2009 : 12:25:07.017 PM,26.964060,24.920099,59.661175,333.150116,19.248619,8.055591,6.942287,6.275104,1872.808472,1776.837280,-28.000000,2662.326172,3564.856201,975.990356,-206.768021,76.517036,75.524429,74.844460,0.000000
08-29-2009 : 12:25:07.021 PM,26.693081,24.772924,60.035103,331.714478,19.160341,7.993714,7.148332,6.115891,1893.203125,1707.398804,-28.000000,1005.027100,1940.260620,1481.344604,-206.482773,76.520248,75.330208,74.735634,0.000000
08-29-2009 : 12:25:07.025 PM,26.911968,24.756487,59.795765,329.449554,18.895472,8.007545,7.095238,6.113820,1820.434204,1667.351196,-28.000000,3980.641602,1442.605835,3239.495605,-209.666748,76.703644,75.538849,75.135620,0.000000
08-29-2009 : 12:25:07.029 PM,26.885429,24.550354,59.795338,329.641357,18.944880,8.155185,6.888290,6.083602,1880.387207,1697.211548,-28.000000,1540.802002,2692.696045,4273.436035,-210.156479,76.544235,75.376770,74.945305,0.000000
08-29-2009 : 12:25:07.033 PM,26.716055,24.388418,59.627991,326.963196,18.894966,8.065660,6.857415,6.124063,1881.700806,1727.597046,-28.000000,310.731476,2127.750732,357.933563,-207.969284,76.455376,75.569336,75.045677,0.000000
08-29-2009 : 12:25:07.037 PM,26.978113,24.551624,59.337334,326.211304,19.104044,7.982360,6.737715,6.062500,1797.669922,1632.861572,-28.000000,1298.630249,159.332718,261.773926,-211.214188,76.533646,75.560661,74.930977,0.000000
08-29-2009 : 12:25:07.041 PM,26.196789,24.639727,59.272152,322.734344,18.896990,7.755172,6.840672,5.824620,1844.854370,1649.128540,-28.000000,2086.492920,4390.325684,1294.767822,-210.860245,76.443787,75.379211,74.920479,0.000000
08-29-2009 : 12:25:07.045 PM,26.277496,24.472979,59.141148,329.448364,18.732851,7.880996,6.881901,5.814328,1815.555420,1639.567505,-28.000000,4200.002930,2704.385010,2387.606201,-206.847015,76.541649,75.387344,74.751900,0.000000
08-29-2009 : 12:25:07.049 PM,26.723454,24.427931,59.274734,322.829376,18.829739,7.894740,6.751625,5.825474,1815.364258,1649.325073,-28.000000,4089.038330,2929.308838,2148.704834,-211.855515,76.648758,75.547432,75.032143,0.000000
08-29-2009 : 12:25:07.053 PM,26.329798,24.020884,58.808895,326.448517,18.837025,7.972101,7.026942,6.024989,1796.916504,1650.155884,-28.000000,2504.622803,2879.129395,4725.694824,-211.338989,76.517159,75.513916,74.939034,0.000000
08-29-2009 : 12:25:07.057 PM,26.230556,24.469976,58.217007,323.042023,18.510611,7.971512,7.000906,5.881382,1825.016968,1631.061157,-28.000000,1269.909424,2759.619873,3522.794922,-209.266312,76.542572,75.502762,75.042007,0.000000
08-29-2009 : 12:25:07.061 PM,26.278820,24.127611,58.919979,324.464203,18.919430,7.909952,6.729719,5.799056,1747.995605,1670.107056,-28.000000,110.013176,956.234436,1100.215820,-209.629532,76.502342,75.354309,74.852982,0.000000
08-29-2009 : 12:25:07.065 PM,26.861057,23.995003,58.583870,326.035553,18.620520,7.768016,6.736567,5.859696,1752.868530,1675.070435,-28.000000,2324.526855,573.366028,717.064270,-209.522202,76.474106,75.476723,74.904282,0.000000
08-29-2009 : 12:25:07.069 PM,26.139030,24.138006,58.241997,320.840332,18.542791,7.788887,6.542104,5.811790,1802.630249,1609.542847,-28.000000,1733.545410,3048.945312,1919.065186,-208.718521,76.530205,75.450310,74.988304,0.000000
08-29-2009 : 12:25:07.073 PM,26.115898,24.104588,57.891251,323.393280,18.316683,7.723964,6.730248,5.576229,1770.438110,1625.356079,-28.000000,641.820190,958.329224,2446.603516,-214.847076,76.495735,75.337021,74.892647,0.000000
08-29-2009 : 12:25:07.077 PM,26.136852,24.054771,59.029648,317.320648,18.144325,7.646188,6.589165,5.655735,1798.725464,1616.803223,-28.000000,1876.523437,1206.776978,1514.734009,-213.748795,76.459557,75.254318,74.800560,0.000000
08-29-2009 : 12:25:07.081 PM,26.029028,23.852001,59.024990,320.627411,17.982002,7.550137,6.638773,5.508842,1744.598999,1639.258545,-28.000000,2230.533447,296.225800,1622.548706,-212.583466,76.507965,75.458527,74.920799,0.000000
08-29-2009 : 12:25:07.085 PM,25.895212,23.893024,58.522739,314.142273,18.329687,7.713953,6.662332,5.631131,1781.357910,1595.055298,-28.000000,1111.767456,5122.891602,1174.830811,-216.173004,76.724648,75.706741,75.028793,0.000000
08-29-2009 : 12:25:07.089 PM,25.653631,23.967405,57.219486,319.681641,18.240719,7.532129,6.504436,5.653798,1714.705322,1554.377441,-28.000000,1424.654419,573.499512,1066.652222,-212.568161,76.654671,75.487289,74.941780,0.000000
08-29-2009 : 12:25:07.093 PM,25.584608,23.356121,57.162067,315.021637,18.146889,7.505219,6.324576,5.479008,1687.242554,1589.576416,-28.000000,907.445312,3718.791016,1744.037476,-211.471024,76.517464,75.397369,74.881157,0.000000
08-29-2009 : 12:25:07.097 PM,25.807898,23.608124,57.807392,315.820831,18.141247,7.409338,6.646534,5.439218,1755.774902,1547.727173,-28.000000,3675.762939,3450.105957,3006.428711,-213.212692,76.374336,75.403214,74.735252,0.000000
08-29-2009 : 12:25:07.101 PM,25.661608,23.713312,57.272663,314.709564,17.700603,7.454417,6.397552,5.577655,1735.178711,1580.943481,-28.000000,2877.594971,1736.575562,1940.867310,-215.286835,76.428375,75.338470,74.851860,0.000000
08-29-2009 : 12:25:07.105 PM,25.737873,23.641441,58.005177,317.216492,18.076563,7.361988,6.412876,5.527725,1714.590820,1528.390625,-28.000000,1202.497559,672.959534,1091.370605,-212.376846,76.454575,75.442787,74.989479,0.000000
08-29-2009 : 12:25:07.109 PM,25.228762,23.499323,57.066460,315.326141,17.721342,7.552169,6.227662,5.582997,1760.519043,1540.362549,-28.000000,1967.511353,1159.795288,36.184139,-215.971664,76.578705,75.397514,74.975716,0.000000
08-29-2009 : 12:25:07.113 PM,25.496784,23.529430,56.858768,313.252594,17.767473,7.413040,6.402505,5.310901,1677.577881,1565.219360,-28.000000,638.959717,4555.200684,2585.653564,-213.069580,76.434807,75.416168,74.903984,0.000000
08-29-2009 : 12:25:07.117 PM,25.898960,23.503050,57.302456,312.250397,17.909582,7.487477,6.471160,5.497404,1720.609131,1586.729370,-28.000000,5.964461,2755.899414,1769.833130,-216.409454,76.526665,75.469704,74.864899,0.000000
08-29-2009 : 12:25:07.121 PM,25.200832,23.437969,57.251308,312.256439,17.771648,7.416367,6.406012,5.433125,1639.264404,1536.283936,-28.000000,972.199219,2648.167725,1106.564087,-212.961182,76.458633,75.427780,74.832977,0.000000
08-29-2009 : 12:25:07.125 PM,25.146412,23.610706,56.348568,311.307068,17.810654,7.416029,6.255162,5.356796,1702.736816,1515.043457,-28.000000,1698.818726,489.107361,1451.577637,-215.866592,76.500916,75.487022,74.960991,0.000000
08-29-2009 : 12:25:07.129 PM,25.060848,23.295568,56.804905,307.161041,17.743734,7.075349,6.288183,5.304892,1672.371704,1515.000122,-28.000000,633.793274,3842.379150,60.462296,-215.106903,76.479897,75.398056,74.864456,0.000000
08-29-2009 : 12:25:07.133 PM,24.985937,23.280790,56.805389,305.307343,17.297493,7.408811,6.392239,5.122581,1657.934570,1520.969238,-28.000000,2127.987061,3643.493408,3766.146240,-215.692169,76.379189,75.587746,74.899315,0.000000
08-29-2009 : 12:25:07.137 PM,24.979980,23.143839,55.542046,307.978485,17.258722,7.076632,6.393919,5.397333,1664.221558,1523.250000,-28.000000,2463.954102,1580.302002,416.742218,-218.343277,76.597229,75.558098,74.980453,0.000000
08-29-2009 : 12:25:07.141 PM,25.374865,23.282671,55.855583,308.298126,17.634405,7.121286,6.256498,5.395142,1681.978638,1538.973022,-28.000000,346.660339,1277.591187,671.233032,-216.438934,76.572533,75.452286,74.868660,0.000000
08-29-2009 : 12:25:07.145 PM,25.399595,23.195160,56.563721,309.916504,17.612423,7.206565,6.317283,5.322279,1634.310913,1465.351196,-28.000000,1641.737183,1997.510498,1313.661011,-213.175064,76.657486,75.559990,74.911995,0.000000
08-29-2009 : 12:25:07.149 PM,25.105297,23.323601,55.803635,309.340027,17.525654,7.283935,6.254748,5.310738,1638.389282,1440.157715,-28.000000,2713.903320,2595.016602,3000.874268,-214.167374,76.519295,75.466728,74.903465,0.000000
08-29-2009 : 12:25:07.153 PM,25.153141,22.696566,55.250908,305.777496,17.140242,7.078498,5.961380,5.246445,1666.717896,1481.078979,-28.000000,1341.130737,2193.138428,2742.890137,-214.999283,76.503609,75.382828,74.806366,0.000000
08-29-2009 : 12:25:07.157 PM,24.930853,23.363174,55.385845,303.340118,17.267977,6.915849,6.139787,5.048495,1644.512207,1415.343018,-28.000000,364.179687,1928.936768,3207.500000,-219.222519,76.536568,75.455612,75.009354,0.000000
08-29-2009 : 12:25:07.161 PM,24.735691,23.172876,55.650143,302.988007,17.255774,7.009925,5.980834,4.945604,1654.099365,1446.374268,-28.000000,381.700897,831.236206,2828.382812,-217.504501,76.694450,75.467529,75.024635,0.000000
08-29-2009 : 12:25:07.165 PM,25.151310,22.648611,54.832897,308.442932,17.156281,7.125276,5.952530,4.942675,1597.716797,1457.760376,-28.000000,646.563416,2509.282227,526.201599,-221.407867,76.519722,75.499290,75.022987,0.000000
08-29-2009 : 12:25:07.169 PM,24.690609,22.664246,54.465168,305.514069,17.055233,7.031546,6.139081,5.127625,1623.325928,1451.710693,-28.000000,1405.629639,1256.875122,257.199738,-219.850189,76.474297,75.571556,74.928535,0.000000
08-29-2009 : 12:25:07.173 PM,24.629431,22.690058,55.565735,303.747101,17.344267,6.845122,6.124946,5.205081,1641.467163,1457.055908,-28.000000,996.030396,1967.403076,1781.986084,-220.289047,76.613968,75.465981,75.054420,0.000000
08-29-2009 : 12:25:07.177 PM,24.503843,22.481838,55.573875,302.745026,17.119482,6.833749,5.780650,5.022660,1554.541382,1422.185547,-28.000000,1212.838013,1431.632080,914.960449,-218.071045,76.602936,75.545174,74.970169,0.000000
08-29-2009 : 12:25:07.181 PM,24.717587,22.721924,55.429028,306.314026,16.941893,6.807167,5.846353,4.921124,1567.550049,1430.202515,-28.000000,1405.844727,4250.877930,990.276367,-221.523010,76.597252,75.476967,74.868690,0.000000
08-29-2009 : 12:25:07.185 PM,24.591356,22.645689,54.988659,296.931427,17.017906,6.782619,5.832667,4.735486,1587.225952,1400.990845,-28.000000,2433.496582,1131.550903,1563.328857,-218.628403,76.503647,75.392174,74.942863,0.000000
08-29-2009 : 12:25:07.189 PM,24.414677,22.514952,54.347172,296.643158,16.871243,6.990760,5.961858,5.025216,1582.863281,1385.845459,-28.000000,1673.844604,977.666748,1548.711914,-218.849915,76.403236,75.393105,74.812630,0.000000
08-29-2009 : 12:25:07.193 PM,24.552641,22.853403,54.213219,296.494812,16.515821,6.892189,5.777306,4.956169,1604.037231,1419.591064,-28.000000,1538.949097,2889.855225,827.036499,-222.210556,76.483490,75.402534,74.917244,0.000000
08-29-2009 : 12:25:07.197 PM,24.488941,22.481802,54.310184,298.394531,16.544666,6.826900,5.937425,4.789202,1522.775879,1429.793945,-28.000000,1193.962402,956.143372,235.325623,-218.657166,76.691597,75.415459,75.075294,0.000000
08-29-2009 : 12:25:07.201 PM,24.435860,22.402283,53.024097,300.204742,16.572742,6.650501,5.955245,4.893333,1523.086670,1380.044922,-28.000000,2402.409180,387.413177,2420.958496,-221.619385,76.448654,75.377007,74.826378,0.000000
08-29-2009 : 12:25:07.205 PM,24.354242,22.264999,54.193752,298.790771,16.899820,6.732885,5.634955,5.063056,1513.390259,1368.238770,-28.000000,1271.524536,973.378174,3778.792480,-220.258163,76.631721,75.570442,75.096817,0.000000
08-29-2009 : 12:25:07.209 PM,24.153769,22.202560,53.959366,296.857452,16.463234,6.724366,5.652101,4.787254,1439.419434,1373.498291,-28.000000,2390.992676,3955.132080,1063.996948,-220.493607,76.525162,75.429619,74.917221,0.000000
08-29-2009 : 12:25:07.213 PM,24.173100,22.318872,53.240181,297.944977,16.751307,6.747443,5.713899,4.898798,1489.052612,1400.340210,-28.000000,1902.342529,880.489197,60.825840,-223.151703,76.654160,75.412453,74.945190,0.000000
08-29-2009 : 12:25:07.217 PM,23.889524,22.185749,54.249523,291.102234,16.400169,6.732397,5.542918,4.785316,1477.516846,1395.044922,-28.000000,319.621582,4495.137207,369.790497,-221.797546,76.559097,75.607803,75.020363,0.000000
08-29-2009 : 12:25:07.221 PM,23.955978,22.129305,53.641800,295.327545,16.618309,6.526661,5.521165,4.698083,1545.959106,1378.350098,-28.000000,2493.945801,655.838623,1174.499634,-223.670425,76.517273,75.474426,74.843872,0.000000
08-29-2009 : 12:25:07.225 PM,23.650879,22.030050,53.298103,294.875488,16.539791,6.543163,5.753404,4.674714,1492.807251,1319.071533,-28.000000,2459.247070,2469.554932,1833.815796,-224.031189,76.579712,75.559578,74.990234,0.000000
08-29-2009 : 12:25:07.229 PM,23.953554,21.841324,53.299515,296.771759,16.194857,6.511730,5.527497,4.801477,1479.896118,1360.252441,-28.000000,2565.438232,3711.336182,1078.177368,-223.684326,76.521446,75.443535,74.853050,0.000000
08-29-2009 : 12:25:07.233 PM,24.011932,22.021322,52.741497,291.238678,16.440670,6.588836,5.584553,4.500340,1534.225098,1308.448364,-28.000000,2919.206055,705.194702,782.303955,-228.315781,76.707176,75.453499,74.955208,0.000000
08-29-2009 : 12:25:07.237 PM,23.681061,21.872349,53.574295,293.277832,16.428898,6.342830,5.472875,4.417466,1406.657593,1285.928589,-28.000000,2128.364990,1766.223755,1360.020264,-225.138550,76.433769,75.498558,74.832497,0.000000
08-29-2009 : 12:25:07.241 PM,23.560844,22.062426,52.326172,290.964020,16.234423,6.532126,5.525749,4.609685,1455.132568,1320.129639,-28.000000,225.408249,228.288101,378.897034,-225.505249,76.486130,75.375114,74.905174,0.000000
08-29-2009 : 12:25:07.245 PM,23.898327,22.054939,52.072254,286.711060,16.136950,6.699307,5.520632,4.524532,1472.010254,1316.674438,-28.000000,4184.722168,2628.749268,2354.687744,-226.305450,76.484993,75.331657,74.851288,0.000000
08-29-2009 : 12:25:07.249 PM,23.696547,22.030842,53.322475,288.444000,15.899655,6.394688,5.623930,4.402288,1441.512939,1322.282471,-28.000000,2447.358154,2165.036377,3336.904541,-220.902466,76.553635,75.398865,74.885307,0.000000
08-29-2009 : 12:25:07.253 PM,23.545961,21.621223,52.359985,288.339813,16.045650,6.475194,5.306201,4.583294,1516.138184,1244.230469,-28.000000,2663.279541,478.617493,509.367889,-224.341339,76.509895,75.397110,74.762871,0.000000
08-29-2009 : 12:25:07.257 PM,23.516407,21.680994,53.069065,289.501984,15.637212,6.475609,5.349823,4.560293,1417.581421,1260.490112,-28.000000,4586.414551,1442.086426,2761.432617,-221.627792,76.629822,75.435936,74.860512,0.000000
08-29-2009 : 12:25:07.261 PM,23.233381,21.779621,51.431023,281.613159,15.892441,6.129446,5.348049,4.532216,1426.292480,1277.851074,-28.000000,1037.886963,143.516907,1914.082520,-224.428970,76.632492,75.527435,74.758423,0.000000
08-29-2009 : 12:25:07.265 PM,23.473574,21.718981,51.669102,285.630280,15.809152,6.167664,5.206731,4.361227,1389.488281,1251.753906,-28.000000,1606.419922,856.215881,2741.595459,-225.762283,76.432953,75.452614,74.872955,0.000000
08-29-2009 : 12:25:07.269 PM,23.429962,21.971634,51.850258,280.323669,15.821430,6.022630,5.207985,4.372257,1395.043213,1314.371826,-28.000000,2413.847168,1459.864868,2548.255127,-226.216064,76.568604,75.380310,74.933830,0.000000
08-29-2009 : 12:25:07.273 PM,23.606768,21.880085,51.930698,284.556610,15.830650,6.341237,5.455642,4.455692,1405.318359,1280.998413,-28.000000,4673.616211,4859.712891,1544.508179,-227.493835,76.530075,75.502739,74.822556,0.000000
08-29-2009 : 12:25:07.277 PM,23.589170,21.734426,51.321095,288.153900,15.996504,6.236742,5.489466,4.150458,1375.103027,1268.866211,-28.000000,1475.950684,2644.147705,837.484253,-226.103302,76.505592,75.640877,74.843452,0.000000
08-29-2009 : 12:25:07.281 PM,23.221390,21.485256,51.612331,284.382050,15.777953,6.195958,5.406685,4.282491,1390.036865,1251.657471,-28.000000,3189.407227,2629.212158,2766.190430,-226.940399,76.610489,75.678436,74.951675,0.000000
08-29-2009 : 12:25:07.285 PM,23.031054,21.192650,51.405804,285.477234,15.704223,6.129032,5.284746,4.230534,1413.462402,1183.279175,-28.000000,2370.125977,2117.542725,2015.875854,-226.345154,76.446327,75.436478,74.847939,0.000000
08-29-2009 : 12:25:07.289 PM,22.896646,21.069706,51.476654,281.110931,15.191044,6.267268,5.299509,4.307300,1381.379150,1226.190552,-28.000000,2645.773437,1543.010986,2222.734863,-226.136337,76.534027,75.411659,74.776344,0.000000
08-29-2009 : 12:25:07.293 PM,22.983665,21.269489,51.637478,279.511932,15.117959,6.059821,5.325619,4.451842,1396.635620,1186.021484,-28.000000,1441.975098,2223.319336,324.999054,-226.525711,76.596947,75.498039,74.830490,0.000000
08-29-2009 : 12:25:07.297 PM,23.198433,21.187626,51.096817,284.043854,15.501011,6.134187,5.153996,4.261780,1408.334839,1266.424316,-28.000000,1922.330688,1054.804932,2432.750000,-225.225937,76.465553,75.321579,74.755409,0.000000
